Snippet,CWE,Target
"
{
 string var_2ULFAH = null;
 switch (6) 
{
 case 6: var_2ULFAH = """";
 
{
 try 
{
 using (var_7GZQEG var_GPFH3Y = var_10D764.var_T85JJ6()) 
{
 var_GPFH3Y.var_08UT8U();
 using (var_JUMJ4X var_0D2RLD = new var_JUMJ4X(null, var_GPFH3Y)) 
{
 var_0D2RLD.var_Y5KMVG = ""select name from users where id=0"";
 var_0D2RLD.var_442T42();
 using (var_4BF243 var_DGQ20Y = var_0D2RLD.var_FDSA8C()) 
{
 var_2ULFAH = var_DGQ20Y.var_TV8923(1);
 }
 }
 }
 }
 catch (var_NDSHHA var_AKS9CK) 
{
 var_10D764.var_EQGKSL.var_2MJMZP(var_NK5Z75.var_GHZXD8.var_4FAHG8, var_AKS9CK, ""Error with SQL statement"");
 }
 }
 break;
 default: var_2ULFAH = null;
 break;
 }
 var_7GZQEG var_T91PMI = null;
 try 
{
 var_T91PMI = var_10D764.var_T85JJ6();
 var_T91PMI.var_Q6HGTP = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_2ULFAH + "";
Password="" + """";
 var_T91PMI.var_08UT8U();
 }
 catch (var_NDSHHA var_AKS9CK) 
{
 var_10D764.var_EQGKSL.var_2MJMZP(var_NK5Z75.var_GHZXD8.var_4FAHG8, var_AKS9CK, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_T91PMI != null) 
{
 var_T91PMI.var_KXYOAE();
 }
 }
 catch (var_NDSHHA var_AKS9CK) 
{
 var_10D764.var_EQGKSL.var_2MJMZP(var_NK5Z75.var_GHZXD8.var_4FAHG8, var_AKS9CK, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_LWJO8P;
 if (var_MD6XSQ) 
{
 var_LWJO8P = """";
 
{
 try 
{
 using (var_SWKZSY var_8IH7XU = new var_SWKZSY(""host.example.org"", 39544)) 
{
 using (var_10T67W var_B1ZBW4 = new var_10T67W(var_8IH7XU.var_0ZGM13())) 
{
 var_LWJO8P = var_B1ZBW4.var_6R39Y1();
 }
 }
 }
 catch (var_ZND4VX var_BS9D0P) 
{
 var_MR3DH1.var_OZAPDA.var_JNKV3H(var_53BP5C.var_8INKY4.var_BCZIHW, var_BS9D0P, ""Error with stream reading"");
 }
 }
 }
 else 
{
 var_LWJO8P = null;
 }
 var_OIFSB5 var_ZU2IQP = null;
 try 
{
 var_ZU2IQP = var_MR3DH1.var_FRNV2F();
 var_ZU2IQP.var_FNROLY = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_LWJO8P + "";
Password="" + """";
 var_ZU2IQP.var_KBITFC();
 }
 catch (var_DOHS16 var_GUHPHI) 
{
 var_MR3DH1.var_OZAPDA.var_JNKV3H(var_53BP5C.var_8INKY4.var_BCZIHW, var_GUHPHI, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_ZU2IQP != null) 
{
 var_ZU2IQP.var_3B3UWL();
 }
 }
 catch (var_DOHS16 var_GUHPHI) 
{
 var_MR3DH1.var_OZAPDA.var_JNKV3H(var_53BP5C.var_8INKY4.var_BCZIHW, var_GUHPHI, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_PKDQFZ;
 var_PKDQFZ = """";
 
{
 try 
{
 using (var_UVXKJQ var_EROPUW = var_0FFYWA.var_AXOZPM()) 
{
 var_EROPUW.var_G4G7QL();
 using (var_DJLYV0 var_JUFXHW = new var_DJLYV0(null, var_EROPUW)) 
{
 var_JUFXHW.var_UNRGIY = ""select name from users where id=0"";
 var_JUFXHW.var_O50WCN();
 using (var_AOZPRQ var_POX6Q0 = var_JUFXHW.var_KPBG3I()) 
{
 var_PKDQFZ = var_POX6Q0.var_R8DB7V(1);
 }
 }
 }
 }
 catch (var_EFCAHS var_NG1JNL) 
{
 var_0FFYWA.var_TQDPDG.var_N0VMCM(var_W4AGG3.var_JI3QLG.var_NHIXPO, var_NG1JNL, ""Error with SQL statement"");
 }
 }
 var_4GNSPV.var_TF9Y0T(var_PKDQFZ );
 }
",CWE15,1
"
{
 string var_G7J7JA;
 if (var_CFRZEX) 
{
 var_G7J7JA = var_0LPAMQ.var_9JBFOU(""ADD"");
 }
 else 
{
 var_G7J7JA = null;
 }
 var_MF3R04 var_ZRHLT9 = null;
 try 
{
 var_ZRHLT9 = var_JZZ55Z.var_8R06ZG();
 var_ZRHLT9.var_NURAPZ = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_G7J7JA + "";
Password="" + """";
 var_ZRHLT9.var_5OWNFP();
 }
 catch (var_S03Q52 var_CTDOGI) 
{
 var_JZZ55Z.var_W24JSZ.var_RITYZ6(var_H6JNG5.var_NQKMC8.var_JL4CC2, var_CTDOGI, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_ZRHLT9 != null) 
{
 var_ZRHLT9.var_KC6JXS();
 }
 }
 catch (var_S03Q52 var_CTDOGI) 
{
 var_JZZ55Z.var_W24JSZ.var_RITYZ6(var_H6JNG5.var_NQKMC8.var_JL4CC2, var_CTDOGI, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_4F7DUN;
 if (var_5WVWN3) 
{
 var_4F7DUN = """";
 
{
 try 
{
 using (var_HID68X var_WNOXE5 = new var_HID68X(""data.txt"")) 
{
 var_4F7DUN = var_WNOXE5.var_ENYWVT();
 }
 }
 catch (var_D5OIYY var_BDSAN4) 
{
 var_1M2OPT.var_YL1SG8.var_1HEN82(var_TKXQKF.var_VRMKPG.var_FRC2XP, var_BDSAN4, ""Error with stream reading"");
 }
 }
 }
 else 
{
 var_4F7DUN = null;
 }
 var_EAZ796 var_73KAQ3 = null;
 try 
{
 var_73KAQ3 = var_1M2OPT.var_Y7YPDE();
 var_73KAQ3.var_UORJV9 = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_4F7DUN + "";
Password="" + """";
 var_73KAQ3.var_JAQKNU();
 }
 catch (var_IUP9DI var_U47DKK) 
{
 var_1M2OPT.var_YL1SG8.var_1HEN82(var_TKXQKF.var_VRMKPG.var_FRC2XP, var_U47DKK, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_73KAQ3 != null) 
{
 var_73KAQ3.var_LIDRBX();
 }
 }
 catch (var_IUP9DI var_U47DKK) 
{
 var_1M2OPT.var_YL1SG8.var_1HEN82(var_TKXQKF.var_VRMKPG.var_FRC2XP, var_U47DKK, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_LRMW85;
 
{
 string var_VXNUL3;
 var_VXNUL3 = """";
 
{
 try 
{
 using (var_NUZ0B7 var_LFGO2K = new var_NUZ0B7(""data.txt"")) 
{
 var_VXNUL3 = var_LFGO2K.var_L4T1IA();
 }
 }
 catch (var_959KS6 var_MRNECP) 
{
 var_INCZ8X.var_FOYXA9.var_9IHYD9(var_KCY6PU.var_PO9PA6.var_NMTV1J, var_MRNECP, ""Error with stream reading"");
 }
 }
 var_LRMW85 = var_VXNUL3;
 }
 
{
 string var_VXNUL3 = var_LRMW85;
 var_QYSK45 var_ZNH59Q = null;
 try 
{
 var_ZNH59Q = var_INCZ8X.var_PF96WP();
 var_ZNH59Q.var_J0WO9Z = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_VXNUL3 + "";
Password="" + """";
 var_ZNH59Q.var_X5QBD7();
 }
 catch (var_9PJB7G var_2GP46C) 
{
 var_INCZ8X.var_FOYXA9.var_9IHYD9(var_KCY6PU.var_PO9PA6.var_NMTV1J, var_2GP46C, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_ZNH59Q != null) 
{
 var_ZNH59Q.var_BX1HRW();
 }
 }
 catch (var_9PJB7G var_2GP46C) 
{
 var_INCZ8X.var_FOYXA9.var_9IHYD9(var_KCY6PU.var_PO9PA6.var_NMTV1J, var_2GP46C, ""Error closing Connection"");
 }
 }
 }
 }
",CWE15,1
"
{
 string var_6NGJ4N;
 var_6NGJ4N = """";
 
{
 try 
{
 using (var_KZXL7Z var_92VN2P = new var_KZXL7Z(""data.txt"")) 
{
 var_6NGJ4N = var_92VN2P.var_CJLP6S();
 }
 }
 catch (var_J6TCH5 var_0BP9YM) 
{
 var_4DME4W.var_15IHJ2.var_N4BETT(var_OJTCSV.var_IKOYD6.var_XMDBW7, var_0BP9YM, ""Error with stream reading"");
 }
 }
 var_H8BN9O.var_94LGRM(var_6NGJ4N );
 }
",CWE15,1
"
{
 string var_9GUMZK;
 var_XDD7CS = true;
 var_9GUMZK = var_Z416WM.var_NSQ1UO();
 var_MUEY4A var_58MTNZ = null;
 try 
{
 var_58MTNZ = var_X8PZP8.var_P1A8VF();
 var_58MTNZ.var_LG3K8R = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_9GUMZK + "";
Password="" + """";
 var_58MTNZ.var_TOMROX();
 }
 catch (var_G0GLM2 var_RSMQKI) 
{
 var_X8PZP8.var_AI2LAH.var_DF8ZG4(var_9GBNLP.var_N8OIYV.var_6KAA1E, var_RSMQKI, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_58MTNZ != null) 
{
 var_58MTNZ.var_1UTQW0();
 }
 }
 catch (var_G0GLM2 var_RSMQKI) 
{
 var_X8PZP8.var_AI2LAH.var_DF8ZG4(var_9GBNLP.var_N8OIYV.var_6KAA1E, var_RSMQKI, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_WV58D3;
 var_WV58D3 = var_43ONAI.var_FOZWUZ(""ADD"");
 var_CPJQVL.var_1N8MTC(var_WV58D3  );
 }
",CWE15,1
"
{
 string var_QQWQPK;
 if (var_S6W7IJ) 
{
 var_QQWQPK = var_8MHXXU.var_4B6RVD(""ADD"");
 }
 else 
{
 var_QQWQPK = null;
 }
 var_7Y4BIN var_QO5U44 = null;
 try 
{
 var_QO5U44 = var_F0QCWI.var_VYERQX();
 var_QO5U44.var_YTIHJM = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_QQWQPK + "";
Password="" + """";
 var_QO5U44.var_SA61FD();
 }
 catch (var_8UZU31 var_HGGJFL) 
{
 var_F0QCWI.var_CJ09AN.var_8H4LF7(var_2UHJ48.var_QX7QV2.var_UBCIK3, var_HGGJFL, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_QO5U44 != null) 
{
 var_QO5U44.var_AAOSRP();
 }
 }
 catch (var_8UZU31 var_HGGJFL) 
{
 var_F0QCWI.var_CJ09AN.var_8H4LF7(var_2UHJ48.var_QX7QV2.var_UBCIK3, var_HGGJFL, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_WGDN3Q;
 if (var_3OIB31.var_94TZ2N()) 
{
 var_WGDN3Q = """";
 
{
 try 
{
 using (var_IB44V8 var_2NW7BC = var_3OIB31.var_AJ0ILT()) 
{
 var_2NW7BC.var_EIVT29();
 using (var_A5ECI1 var_D9M0KR = new var_A5ECI1(null, var_2NW7BC)) 
{
 var_D9M0KR.var_ZDZET2 = ""select name from users where id=0"";
 var_D9M0KR.var_Q4MD0G();
 using (var_BR8Y8O var_DNAQKM = var_D9M0KR.var_S20NI7()) 
{
 var_WGDN3Q = var_DNAQKM.var_YSLN5F(1);
 }
 }
 }
 }
 catch (var_GB49GY var_WRYQHK) 
{
 var_3OIB31.var_90ENKK.var_R1DUD1(var_XD4ZYQ.var_6CS3ZP.var_U07JIO, var_WRYQHK, ""Error with SQL statement"");
 }
 }
 }
 else 
{
 var_WGDN3Q = null;
 }
 var_IB44V8 var_S2NC5O = null;
 try 
{
 var_S2NC5O = var_3OIB31.var_AJ0ILT();
 var_S2NC5O.var_1VN1RW = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_WGDN3Q + "";
Password="" + """";
 var_S2NC5O.var_EIVT29();
 }
 catch (var_GB49GY var_WRYQHK) 
{
 var_3OIB31.var_90ENKK.var_R1DUD1(var_XD4ZYQ.var_6CS3ZP.var_U07JIO, var_WRYQHK, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_S2NC5O != null) 
{
 var_S2NC5O.var_7MKJ9Q();
 }
 }
 catch (var_GB49GY var_WRYQHK) 
{
 var_3OIB31.var_90ENKK.var_R1DUD1(var_XD4ZYQ.var_6CS3ZP.var_U07JIO, var_WRYQHK, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_507UR7;
 if (5 == 5) 
{
 var_507UR7 = """";
 
{
 try 
{
 using (var_1LPZDF var_K1AA9O = new var_1LPZDF(""host.example.org"", 39544)) 
{
 using (var_12R62A var_XVH9XK = new var_12R62A(var_K1AA9O.var_ONK7YW())) 
{
 var_507UR7 = var_XVH9XK.var_OTUNAQ();
 }
 }
 }
 catch (var_2OJDQU var_YV1QKB) 
{
 var_LOSOZ4.var_RJ09E5.var_ZV3L9N(var_AN9FV2.var_S6QGJ7.var_CSN7CY, var_YV1QKB, ""Error with stream reading"");
 }
 }
 }
 else 
{
 var_507UR7 = null;
 }
 var_LL8SNY var_LY7CIK = null;
 try 
{
 var_LY7CIK = var_LOSOZ4.var_SBFULF();
 var_LY7CIK.var_UPFSC5 = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_507UR7 + "";
Password="" + """";
 var_LY7CIK.var_K66S1H();
 }
 catch (var_ZCR8Y5 var_FWABOT) 
{
 var_LOSOZ4.var_RJ09E5.var_ZV3L9N(var_AN9FV2.var_S6QGJ7.var_CSN7CY, var_FWABOT, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_LY7CIK != null) 
{
 var_LY7CIK.var_7D3VME();
 }
 }
 catch (var_ZCR8Y5 var_FWABOT) 
{
 var_LOSOZ4.var_RJ09E5.var_ZV3L9N(var_AN9FV2.var_S6QGJ7.var_CSN7CY, var_FWABOT, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_B00W6X;
 if (var_KS7RVV.var_O0HANV) 
{
 var_B00W6X = """";
 
{
 try 
{
 using (var_F7ZZ4B var_UH8DRI = new var_F7ZZ4B(""host.example.org"", 39544)) 
{
 using (var_N3EHQ9 var_74FY68 = new var_N3EHQ9(var_UH8DRI.var_HRVMU9())) 
{
 var_B00W6X = var_74FY68.var_3KEYGV();
 }
 }
 }
 catch (var_6IKSNU var_BYTHZ4) 
{
 var_KS7RVV.var_0OTZ79.var_8G6XOY(var_MMD4VN.var_XWPRNL.var_19818L, var_BYTHZ4, ""Error with stream reading"");
 }
 }
 }
 else 
{
 var_B00W6X = null;
 }
 var_D8S4V9 var_UFWA6N = null;
 try 
{
 var_UFWA6N = var_KS7RVV.var_BBFJ6I();
 var_UFWA6N.var_PONY1F = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_B00W6X + "";
Password="" + """";
 var_UFWA6N.var_CY8AW7();
 }
 catch (var_C9T7U4 var_MUWRGT) 
{
 var_KS7RVV.var_0OTZ79.var_8G6XOY(var_MMD4VN.var_XWPRNL.var_19818L, var_MUWRGT, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_UFWA6N != null) 
{
 var_UFWA6N.var_U7TLAF();
 }
 }
 catch (var_C9T7U4 var_MUWRGT) 
{
 var_KS7RVV.var_0OTZ79.var_8G6XOY(var_MMD4VN.var_XWPRNL.var_19818L, var_MUWRGT, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_4F2A1P = null;
 switch (6) 
{
 case 6: var_4F2A1P = """";
 
{
 var_IU3CM2 var_TG74NC = var_71YHWJ.var_7LY9HL;
 if (var_TG74NC != null) 
{
 var_4F2A1P = var_TG74NC[0].var_T8DXTE;
 }
 }
 break;
 default: var_4F2A1P = null;
 break;
 }
 var_EL9ZOB var_WPU2K9 = null;
 try 
{
 var_WPU2K9 = var_C1ZFQA.var_MW20Y1();
 var_WPU2K9.var_89J5QT = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_4F2A1P + "";
Password="" + """";
 var_WPU2K9.var_KSVRHQ();
 }
 catch (var_LM6WPV var_P2L8XR) 
{
 var_C1ZFQA.var_VR0133.var_9CN4L8(var_3NBZ4A.var_3CP7UV.var_T2EHE2, var_P2L8XR, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_WPU2K9 != null) 
{
 var_WPU2K9.var_LKWZIJ();
 }
 }
 catch (var_LM6WPV var_P2L8XR) 
{
 var_C1ZFQA.var_VR0133.var_9CN4L8(var_3NBZ4A.var_3CP7UV.var_T2EHE2, var_P2L8XR, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_YP8JTR;
 var_YP8JTR = """";
 
{
 try 
{
 using (var_BM4DT5 var_CVK5R2 = var_X255WL.var_N9Z880()) 
{
 var_CVK5R2.var_ZI6NWF();
 using (var_MFXWY8 var_4OWDYK = new var_MFXWY8(null, var_CVK5R2)) 
{
 var_4OWDYK.var_UT47HJ = ""select name from users where id=0"";
 var_4OWDYK.var_PYQF60();
 using (var_2OS46H var_ISBG39 = var_4OWDYK.var_8JLUGI()) 
{
 var_YP8JTR = var_ISBG39.var_4H9JLX(1);
 }
 }
 }
 }
 catch (var_JP67YH var_BJJZKN) 
{
 var_X255WL.var_P0OUQ4.var_ADYIEM(var_A9P3G9.var_EFOX4W.var_FBWV0W, var_BJJZKN, ""Error with SQL statement"");
 }
 }
 var_BM4DT5 var_C8XIU2 = null;
 try 
{
 var_C8XIU2 = var_X255WL.var_N9Z880();
 var_C8XIU2.var_0YWKNH = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_YP8JTR + "";
Password="" + """";
 var_C8XIU2.var_ZI6NWF();
 }
 catch (var_JP67YH var_BJJZKN) 
{
 var_X255WL.var_P0OUQ4.var_ADYIEM(var_A9P3G9.var_EFOX4W.var_FBWV0W, var_BJJZKN, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_C8XIU2 != null) 
{
 var_C8XIU2.var_NISFKN();
 }
 }
 catch (var_JP67YH var_BJJZKN) 
{
 var_X255WL.var_P0OUQ4.var_ADYIEM(var_A9P3G9.var_EFOX4W.var_FBWV0W, var_BJJZKN, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_GEB6C1;
 var_GEB6C1 = var_CZ0QKZ.var_EJ15BS(""ADD"");
 var_XVIC3N.var_OEXNCK(var_GEB6C1 );
 }
",CWE15,1
"
{
 string var_V2GUU7;
 if (var_E76PHL.var_HVV18P()) 
{
 var_V2GUU7 = """";
 
{
 try 
{
 using (var_J71NDX var_KC011E = new var_J71NDX(""host.example.org"", 39544)) 
{
 using (var_R46OEW var_5UJBNS = new var_R46OEW(var_KC011E.var_RJX0RT())) 
{
 var_V2GUU7 = var_5UJBNS.var_NEG8XT();
 }
 }
 }
 catch (var_RTD0O8 var_39UZ7S) 
{
 var_E76PHL.var_PH6YO7.var_KSJMJP(var_MN9LDD.var_L3DEG4.var_BM6N9B, var_39UZ7S, ""Error with stream reading"");
 }
 }
 }
 else 
{
 var_V2GUU7 = ""foo"";
 }
 var_SUI5A1 var_71YDJ1 = null;
 try 
{
 var_71YDJ1 = var_E76PHL.var_3IJ5U6();
 var_71YDJ1.var_LGLLU3 = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_V2GUU7 + "";
Password="" + """";
 var_71YDJ1.var_Z7F95U();
 }
 catch (var_Z2HCJF var_8F8PW6) 
{
 var_E76PHL.var_PH6YO7.var_KSJMJP(var_MN9LDD.var_L3DEG4.var_BM6N9B, var_8F8PW6, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_71YDJ1 != null) 
{
 var_71YDJ1.var_6TBJBY();
 }
 }
 catch (var_Z2HCJF var_8F8PW6) 
{
 var_E76PHL.var_PH6YO7.var_KSJMJP(var_MN9LDD.var_L3DEG4.var_BM6N9B, var_8F8PW6, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_OZF8BC;
 if (var_INY9H8 == 5) 
{
 var_OZF8BC = """";
 
{
 try 
{
 using (var_W2PPP6 var_LGXNQE = var_NE36Y6.var_74LWMZ()) 
{
 var_LGXNQE.var_UODN3B();
 using (var_G35OT3 var_C23MJU = new var_G35OT3(null, var_LGXNQE)) 
{
 var_C23MJU.var_8Q4WU8 = ""select name from users where id=0"";
 var_C23MJU.var_OEW0O3();
 using (var_WTIQ2B var_0SHXA3 = var_C23MJU.var_1UXQ4B()) 
{
 var_OZF8BC = var_0SHXA3.var_SQY8MP(1);
 }
 }
 }
 }
 catch (var_L6A9QA var_CXKHOA) 
{
 var_NE36Y6.var_TEV3IQ.var_W962FT(var_HV0QWB.var_OC7BQY.var_V9UDLL, var_CXKHOA, ""Error with SQL statement"");
 }
 }
 }
 else 
{
 var_OZF8BC = null;
 }
 var_W2PPP6 var_16X3UC = null;
 try 
{
 var_16X3UC = var_NE36Y6.var_74LWMZ();
 var_16X3UC.var_ONUQ34 = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_OZF8BC + "";
Password="" + """";
 var_16X3UC.var_UODN3B();
 }
 catch (var_L6A9QA var_CXKHOA) 
{
 var_NE36Y6.var_TEV3IQ.var_W962FT(var_HV0QWB.var_OC7BQY.var_V9UDLL, var_CXKHOA, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_16X3UC != null) 
{
 var_16X3UC.var_36J2SL();
 }
 }
 catch (var_L6A9QA var_CXKHOA) 
{
 var_NE36Y6.var_TEV3IQ.var_W962FT(var_HV0QWB.var_OC7BQY.var_V9UDLL, var_CXKHOA, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_605CWL;
 
{
 string var_83B372;
 var_83B372 = var_O7SLHM.var_9MJRNY(""ADD"");
 var_605CWL = var_83B372;
 }
 
{
 string var_83B372 = var_605CWL;
 var_T0W3L4 var_KXRH57 = null;
 try 
{
 var_KXRH57 = var_4QJKZX.var_4YE457();
 var_KXRH57.var_3N09F4 = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_83B372 + "";
Password="" + """";
 var_KXRH57.var_L0KL78();
 }
 catch (var_LW1Y4Y var_BUGWQI) 
{
 var_4QJKZX.var_SNLNSZ.var_E6EF70(var_4XIJLG.var_BF37D3.var_W26DSY, var_BUGWQI, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_KXRH57 != null) 
{
 var_KXRH57.var_UY1TWN();
 }
 }
 catch (var_LW1Y4Y var_BUGWQI) 
{
 var_4QJKZX.var_SNLNSZ.var_E6EF70(var_4XIJLG.var_BF37D3.var_W26DSY, var_BUGWQI, ""Error closing Connection"");
 }
 }
 }
 }
",CWE15,1
"
{
 string var_QQF9M0;
 var_QQF9M0 = var_BJK0LG.var_3HP12T(""ADD"");
 var_R6ZLMF.var_C27WPK((var_8XYLIY)var_QQF9M0  );
 }
",CWE15,1
"
{
 string var_PBUUN3;
 if (var_I3VEVB == 5) 
{
 var_PBUUN3 = """";
 
{
 try 
{
 using (var_GCNI7E var_P77S4N = new var_GCNI7E(""host.example.org"", 39544)) 
{
 using (var_K3B7UK var_YQI4JD = new var_K3B7UK(var_P77S4N.var_46SK60())) 
{
 var_PBUUN3 = var_YQI4JD.var_ODVI3X();
 }
 }
 }
 catch (var_SHN83T var_R9QS44) 
{
 var_J2BSTO.var_AKUTMB.var_RTLXBY(var_JOSSXD.var_LW2NAQ.var_YBHAWY, var_R9QS44, ""Error with stream reading"");
 }
 }
 }
 else 
{
 var_PBUUN3 = null;
 }
 var_VCX75R var_4YWMRE = null;
 try 
{
 var_4YWMRE = var_J2BSTO.var_AZRZ67();
 var_4YWMRE.var_AV271P = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_PBUUN3 + "";
Password="" + """";
 var_4YWMRE.var_ZNI2IM();
 }
 catch (var_RXT9J3 var_POUBQI) 
{
 var_J2BSTO.var_AKUTMB.var_RTLXBY(var_JOSSXD.var_LW2NAQ.var_YBHAWY, var_POUBQI, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_4YWMRE != null) 
{
 var_4YWMRE.var_L5FNNS();
 }
 }
 catch (var_RXT9J3 var_POUBQI) 
{
 var_J2BSTO.var_AKUTMB.var_RTLXBY(var_JOSSXD.var_LW2NAQ.var_YBHAWY, var_POUBQI, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_3AFUQP;
 var_3AFUQP = """";
 
{
 try 
{
 using (var_92CI67 var_XZEVP1 = new var_92CI67(""data.txt"")) 
{
 var_3AFUQP = var_XZEVP1.var_0YD7O6();
 }
 }
 catch (var_F0DWC6 var_PZ495O) 
{
 var_B057UD.var_YSO0CU.var_OZEQ40(var_IM74RE.var_ZA8N6P.var_NX48OR, var_PZ495O, ""Error with stream reading"");
 }
 }
 var_31LB90.var_U45RU8((var_W8LM51)var_3AFUQP  );
 }
",CWE15,1
"
{
 string var_RRYNV2;
 var_RRYNV2 = """";
 
{
 try 
{
 using (var_07KO37 var_IGP7NT = new var_07KO37(""host.example.org"", 39544)) 
{
 using (var_R3LQVY var_6RGFSD = new var_R3LQVY(var_IGP7NT.var_LTM8SH())) 
{
 var_RRYNV2 = var_6RGFSD.var_NPTZW6();
 }
 }
 }
 catch (var_ZAU503 var_OX9LIJ) 
{
 var_LET3VA.var_ZG3AFU.var_EIYGJ6(var_RXBRVZ.var_3B6FLD.var_ZTC574, var_OX9LIJ, ""Error with stream reading"");
 }
 }
 var_8OXEH1.var_TZGIIW((var_63Y0R9)var_RRYNV2  );
 }
",CWE15,1
"
{
 string var_ZPH2RN;
 if (var_8VV4LU.var_SU58RO == 5) 
{
 var_ZPH2RN = """";
 
{
 var_WJI667 var_7SJ0HL = var_T64DYM.var_AAISI2;
 if (var_7SJ0HL != null) 
{
 var_ZPH2RN = var_7SJ0HL[0].var_LW3Y1X;
 }
 }
 }
 else 
{
 var_ZPH2RN = null;
 }
 var_58NOZC var_9PARKY = null;
 try 
{
 var_9PARKY = var_8VV4LU.var_VPRZLF();
 var_9PARKY.var_7OYGBA = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_ZPH2RN + "";
Password="" + """";
 var_9PARKY.var_T0DP4E();
 }
 catch (var_1Z1NLG var_YIJL5W) 
{
 var_8VV4LU.var_CIIKII.var_XNZ498(var_QKIKIB.var_4D4B3C.var_XUXWPL, var_YIJL5W, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_9PARKY != null) 
{
 var_9PARKY.var_6DX19U();
 }
 }
 catch (var_1Z1NLG var_YIJL5W) 
{
 var_8VV4LU.var_CIIKII.var_XNZ498(var_QKIKIB.var_4D4B3C.var_XUXWPL, var_YIJL5W, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
