Snippet,CWE,Target
"string var_8XIP3F = null;
 string var_KYPWEK = null;
 var_8XIP3F = ""hardcoded"";
 var_KYPWEK = var_8XIP3F;
 if((1==1))
{
 
{
}
 }
else if(!(1==1))
{
 var_EOF5T2 var_NZCVSR = new var_EOF5T2(var_8XIP3F);
 var_NZCVSR.var_NRBIT6(""&"", ""&amp;
"");
 var_NZCVSR.var_NRBIT6(""'"", ""&apos;
"");
 var_NZCVSR.var_NRBIT6(@"""""""", ""&quot;
"");
 var_NZCVSR.var_NRBIT6(""<"", ""&lt;
"");
 var_NZCVSR.var_NRBIT6("">"", ""&gt;
"");
 var_KYPWEK = var_NZCVSR.var_LT30DB();
 }
 string var_A2JUVP = ""SELECT * FROM '"" + var_KYPWEK + ""'"";
 string var_NEWS1V = ""Data Source=localhost;
User ID=oracle_user;
Password=oracle_password"";
 var_AR511J var_POMBHB = null;
 try
{
 var_POMBHB = new var_AR511J(var_NEWS1V);
 var_POMBHB.var_L9A00I();
 var_STIP81 var_7EZPZ6 = var_POMBHB.var_5UDMDH();
 var_7EZPZ6.var_OXA459 = var_A2JUVP;
 var_WZT9UY var_SA25RP = var_7EZPZ6.var_MIYT18();
 while (var_SA25RP.var_WVQETB())
{
 var_Y1MYM4.var_HI4TTW(var_SA25RP.var_LT30DB());
 }
 var_POMBHB.var_4S3QK7();
 }
catch(var_7FI6KV var_ULMRVC)
{
 var_Y1MYM4.var_HI4TTW(var_ULMRVC.var_LT30DB());
 }
 }
 }
 }
",cwe_89,1
"string var_GIAWGI = null;
 string var_FRZ4EY = null;
 var_891IRN var_OC1YY2 = new var_891IRN();
 var_OC1YY2.var_L0QT37.var_IJIVMB = ""/bin/bash"";
 var_OC1YY2.var_L0QT37.var_46COCK = ""-c 'cat /tmp/tainted.txt'"";
 var_OC1YY2.var_L0QT37.var_PAKU2O = false;
 var_OC1YY2.var_L0QT37.var_M4B9I5 = true;
 var_OC1YY2.var_VAT194();
 using(var_W329DF var_EJ6PBH = var_OC1YY2.var_ULW9ML) 
{
 var_GIAWGI = var_EJ6PBH.var_M3RSME();
 var_OC1YY2.var_8KSRAK();
 var_OC1YY2.var_8H4X95();
 }
 var_FRZ4EY = var_GIAWGI;
 if((var_M2FWZY.var_6G8FQL(42)>=42))
{
 
{
}
 }
else if(!(var_M2FWZY.var_6G8FQL(42)>=42))
{
 
{
}
 }
else
{
 string var_7FCEDN = new string(var_LJX6YO.var_EMHUEO()) + new string(var_LJX6YO.var_54AXO2()) + "";
"";
 var_U7MCUY var_GZGNZP = new var_U7MCUY(string.var_QGPZEI(""[
{
0}
]"", var_U7MCUY.var_YMA16Y(var_7FCEDN)));
 var_FRZ4EY = var_GZGNZP.var_LSKZM0(var_GIAWGI, """");
 }
 string var_A3LZPO = ""SELECT * FROM Articles WHERE id=""+var_FRZ4EY;
 string var_RKBCQ8 = ""Server=localhost;
port=1337;
User Id=postgre_user;
Password=postgre_password;
Database=dbname"";
 var_FSGQIG var_DYNSER = null;
 try
{
 var_DYNSER = new var_FSGQIG(var_RKBCQ8);
 var_DYNSER.var_T926X9();
 var_T63AKQ var_769ERI = new var_T63AKQ(var_A3LZPO, var_DYNSER);
 var_7DL6OH var_RI4IX6 = var_769ERI.var_TNZD5Z();
 while (var_RI4IX6.var_C8X3I1())
{
 var_XLZ727.var_DLGS5N(""
{
0}
\n"", var_RI4IX6[0]);
 }
 var_DYNSER.var_8H4X95();
 }
catch (var_VDFTWF var_EFY81Z)
{
 var_XLZ727.var_4QI9SD(var_EFY81Z.var_MOIKRX());
 }
 }
 }
 }
",cwe_89,1
"string var_750YY9 = null;
 string var_KGJTYZ = null;
 var_750YY9 = var_WMR8GO.var_3SXA48();
 var_KGJTYZ = var_750YY9;
 if((var_ZDMOXP.var_U2AIQJ(4, 2)<=42))
{
 
{
}
 }
else
{
 string var_4403CG = @""/^[0-9]*$/"";
 var_Z0ZSI7 var_KD3LAT = new var_Z0ZSI7(var_4403CG);
 var_CU20KX var_1GRJOP = var_KD3LAT.var_CU20KX(var_750YY9);
 if(!var_1GRJOP.var_50NSQ0)
{
 var_KGJTYZ = """";
 }
else
{
 var_KGJTYZ = var_750YY9;
 }
 }
 string var_POE2T0 = ""(&(objectClass=person)(sn="" + var_KGJTYZ + ""))"";
 string var_DPCDJW = ""LDAP: using (System.DirectoryServices.DirectoryEntry CN_Main = new System.DirectoryServices.DirectoryEntry(strConnect))
{
 string strResult = """";
 System.DirectoryServices.DirectorySearcher DirSearcher = new System.DirectoryServices.DirectorySearcher(CN_Main, query);
 System.DirectoryServices.DirectoryEntry CN_Result;
 CN_Main.AuthenticationType = AuthenticationTypes.None;
 foreach (System.DirectoryServices.SearchResult ResultSearch in DirSearcher.FindAll())
{
 if (ResultSearch != null)
{
 CN_Result = ResultSearch.GetDirectoryEntry();
 if ((string)CN_Result.Properties[""userclass""][0] == ""noname"")
{
 var_YH0CGM = var_YH0CGM + ""Name : "" + var_CARBKP.var_HOEWT0(""sn"");
 }
 }
 }
 var_WMR8GO.var_85VA0F(var_YH0CGM);
 }
 }
 }
 }
",cwe_90,1
"
{
 double var_W5TC7X;
 var_W5TC7X = double.var_05VUE6;
 
{
 string var_BDVV4D = var_HK90OG.var_VSMJ0H(""ADD"");
 if (var_BDVV4D != null) 
{
 try 
{
 var_W5TC7X = double.var_JHY9JR(var_BDVV4D.var_O3SBHZ());
 }
 catch (var_5VEQRD var_66N5XS) 
{
 var_DCGCV8.var_UKJHER.var_UB8X42(var_62S8US.var_75V9WF.var_8PX264, var_66N5XS, ""Number format exception parsing data from string"");
 }
 }
 }
 var_2HABUN var_UDEY6T = new var_2HABUN();
 var_UDEY6T.var_IGP4WD = var_W5TC7X;
 var_TELUEK.var_H17L6U(var_UDEY6T  );
 }
",CWE197,1
"string var_1B8ZL9 = null;
 string var_TC2646 = null;
 var_1B8ZL9 = ""hardcoded"";
 var_TC2646 = var_1B8ZL9;
 if((1==1))
{
 var_TC2646 = var_1B8ZL9;
 }
else
{
 
{
}
 }
 string var_506IWH = ""SELECT * FROM '"" + var_TC2646 + ""'"";
 string var_RBLWUW =  @""server=localhost;
uid=sql_user;
password=sql_password;
database=dbname"";
 var_R54T7O var_5ZTLHX = null;
 try 
{
 var_5ZTLHX = new var_R54T7O(var_RBLWUW);
 var_5ZTLHX.var_T2EQP0();
 var_J9H9BR var_5BNM1D = var_5ZTLHX.var_ADN7TE();
 var_5BNM1D.var_0E8ZAV = var_506IWH;
 var_C3O9DP var_MJD33V = var_5BNM1D.var_JAYKZ2();
 while (var_MJD33V.var_ILHRGN())
{
 var_V4Z86R.var_APZ7MD(var_MJD33V.var_1CA6IC());
 }
 var_5ZTLHX.var_23S4SJ();
 }
 catch (var_YCX8Q2 var_VBXSPL) 
{
 var_V4Z86R.var_APZ7MD(var_VBXSPL.var_1CA6IC());
 }
 }
 }
 }
",cwe_89,1
"
{
 string var_1XSWVQ;
 var_1XSWVQ = var_4XSWF6.var_T39FLQ.var_DM0MDD(""name"");
 var_F37YM5.var_7DHDY6(var_1XSWVQ , var_4XSWF6, var_L1IGWB);
 }
",CWE89,1
"string var_5LCTQL = null;
 string var_PDBEH3 = null;
 var_5LCTQL = var_22W1V0[1];
 var_PDBEH3 = var_5LCTQL;
 if((var_LSNY1K.var_RIT735(42)<=42))
{
 
{
}
 }
else
{
 var_KREE30 var_ZTU91R = new var_KREE30();
 for (int var_W5G9PA = 0;
 var_W5G9PA < var_5LCTQL.var_49G2WD;
 ++var_W5G9PA)
{
 char var_Y6SL84 = var_5LCTQL[var_W5G9PA];
 switch (var_Y6SL84)
{
 case '\\': var_ZTU91R.var_L21HB5(@""\5c"");
 break;
 case '*': var_ZTU91R.var_L21HB5(@""\2a"");
 break;
 case '(': var_ZTU91R.var_L21HB5(@""\28"");
 break;
 case ')': var_ZTU91R.var_L21HB5(@""\29"");
 break;
 case '\u0000': var_ZTU91R.var_L21HB5(@""\00"");
 break;
 case '/': var_ZTU91R.var_L21HB5(@""\2f"");
 break;
 default: var_ZTU91R.var_L21HB5(var_Y6SL84);
 break;
 }
 }
 var_PDBEH3 = var_ZTU91R.var_SMX4GO();
 }
 string var_GMLCFF = ""SELECT * FROM Articles WHERE id=""+var_PDBEH3;
 string var_U68L68 =  @""server=localhost;
uid=sql_user;
password=sql_password;
database=dbname"";
 var_NEEPNH var_XLPKVY = null;
 try 
{
 var_XLPKVY = new var_NEEPNH(var_U68L68);
 var_XLPKVY.var_1M04X7();
 var_0D1E1Z var_36U5BP = var_XLPKVY.var_EC82PL();
 var_36U5BP.var_ESUO3Y = var_GMLCFF;
 var_D6HV9A var_XUEB88 = var_36U5BP.var_T5M0J3();
 while (var_XUEB88.var_F9ATNR())
{
 var_14HS0V.var_BPWRWN(var_XUEB88.var_SMX4GO());
 }
 var_XLPKVY.var_PZOBTD();
 }
 catch (var_U3S1RE var_7T3RQL) 
{
 var_14HS0V.var_BPWRWN(var_7T3RQL.var_SMX4GO());
 }
 }
 }
 }
",cwe_89,1
"string var_CY40X8 = null;
 string var_OGSM73 = null;
 var_CY40X8 = var_OTLVBK.var_FXQ4QA();
 var_OGSM73 = var_CY40X8;
 if((var_06W40Z.var_X4PAJ9(42)<=42))
{
 string var_DU1MBC = new string(var_1M7ZKO.var_5E63UY()) + new string(var_1M7ZKO.var_TRJT4P()) + "";
"";
 var_7HRWER var_OE83HI = new var_7HRWER(string.var_WH731N(""[
{
0}
]"", var_7HRWER.var_MYQXB7(var_DU1MBC)));
 var_OGSM73 = var_OE83HI.var_8KA5W2(var_CY40X8, """");
 }
else
{
 
{
}
 }
 string var_RLFJAD = "" string filename = ""file.xml"";
 XmlDocument var_CY7ZUB = new var_NTWFGR( );
 var_CY7ZUB.var_1MQ34H(var_WUKMH6);
 var_F2ZZTN var_RFFDYQ = new var_F2ZZTN(var_OTLVBK.var_H8T7BA);
 var_RFFDYQ.var_1TWE66 = var_1TWE66.var_IGJ3QK;
 var_E9UVT7 var_31TV7F = var_CY7ZUB.var_VVTI20(var_RLFJAD);
 var_31TV7F.var_OC14X9(var_RFFDYQ);
 var_RFFDYQ.var_HTSWU4( );
 }
 }
 }
",cwe_91,1
"string var_FBZI6J = null;
 string var_PPA56V = null;
 var_3V4WMK var_S66ZR0 = new var_3V4WMK();
 var_S66ZR0.var_HOZ6K5.var_YH50SO = ""/bin/bash"";
 var_S66ZR0.var_HOZ6K5.var_PD7QWR = ""-c 'cat /tmp/tainted.txt'"";
 var_S66ZR0.var_HOZ6K5.var_49WCMW = false;
 var_S66ZR0.var_HOZ6K5.var_KG820L = true;
 var_S66ZR0.var_MOEDAE();
 using(var_QBFCUB var_90D142 = var_S66ZR0.var_Z43ERG) 
{
 var_FBZI6J = var_90D142.var_CZPW6D();
 var_S66ZR0.var_79339E();
 var_S66ZR0.var_XT1ZXT();
 }
 var_PPA56V = var_FBZI6J;
 if((var_ZBHDID.var_GEKI1D(4, 2)<=42))
{
 var_41NU1N var_YEB3RY = new var_41NU1N();
 for (int var_H03QHT = 0;
 var_H03QHT < var_FBZI6J.var_F49G3P;
 ++var_H03QHT)
{
 char var_8B6CB3 = var_FBZI6J[var_H03QHT];
 switch (var_8B6CB3)
{
 case '\\': var_YEB3RY.var_5ZJAUD(@""\5c"");
 break;
 case '*': var_YEB3RY.var_5ZJAUD(@""\2a"");
 break;
 case '(': var_YEB3RY.var_5ZJAUD(@""\28"");
 break;
 case ')': var_YEB3RY.var_5ZJAUD(@""\29"");
 break;
 case '\u0000': var_YEB3RY.var_5ZJAUD(@""\00"");
 break;
 case '/': var_YEB3RY.var_5ZJAUD(@""\2f"");
 break;
 default: var_YEB3RY.var_5ZJAUD(var_8B6CB3);
 break;
 }
 }
 var_PPA56V = var_YEB3RY.var_9NYE4W();
 }
else if(!(var_ZBHDID.var_GEKI1D(4, 2)<=42))
{
 
{
}
 }
else
{
 
{
}
 }
 var_LYS0ZV.var_DE16CB.var_3V4WMK.var_MOEDAE(""/bin/bash"", ""-c 'ls "" + var_PPA56V + ""'"");
 }
 }
 }
",cwe_78,1
"string var_CU1L60 = null;
 string var_SDA5WJ = null;
 var_CU1L60 = var_3F6WAW.var_O4C43Z();
 var_SDA5WJ = var_CU1L60;
 if((4+2>=42))
{
 var_RWKWY0 var_6YUH7V = new var_RWKWY0();
 for (int var_83JR7E = 0;
 var_83JR7E < var_CU1L60.var_533BZ3;
 ++var_83JR7E)
{
 char var_V1742O = var_CU1L60[var_83JR7E];
 switch (var_V1742O)
{
 case '\\': var_6YUH7V.var_UFG1GV(@""\5c"");
 break;
 case '*': var_6YUH7V.var_UFG1GV(@""\2a"");
 break;
 case '(': var_6YUH7V.var_UFG1GV(@""\28"");
 break;
 case ')': var_6YUH7V.var_UFG1GV(@""\29"");
 break;
 case '\u0000': var_6YUH7V.var_UFG1GV(@""\00"");
 break;
 case '/': var_6YUH7V.var_UFG1GV(@""\2f"");
 break;
 default: var_6YUH7V.var_UFG1GV(var_V1742O);
 break;
 }
 }
 var_SDA5WJ = var_6YUH7V.var_PB8W7T();
 }
else
{
 
{
}
 }
 string var_K6TKZ8 = ""SELECT * FROM '"" + var_SDA5WJ + ""'"";
 string var_VYHOAC = @""server=localhost;
uid=mysql_user;
password=mysql_password;
database=dbname"";
 var_G0OSJO var_LDBPXC = null;
 try 
{
 var_LDBPXC = new var_G0OSJO(var_VYHOAC);
 var_LDBPXC.var_708TEK();
 var_KVNGJX var_IRU555 = var_LDBPXC.var_ZWOM3X();
 var_IRU555.var_H3GVN6 = var_K6TKZ8;
 var_EOKKJO var_9ECXPM = var_IRU555.var_63RKBG();
 while (var_9ECXPM.var_15YVHV())
{
 var_3F6WAW.var_1IE71P(var_9ECXPM.var_PB8W7T());
 }
 var_LDBPXC.var_UUYGWH();
 }
 catch (var_FSFC0M var_WOPNZL) 
{
 var_3F6WAW.var_1IE71P(var_WOPNZL.var_PB8W7T());
 }
 }
 }
 }
",cwe_89,1
"string var_USE32S = null;
 string var_T8G9KN = null;
 var_USE32S = var_SRDRNA.var_9JVE5J();
 var_T8G9KN = var_USE32S;
 if((4+2>=42))
{
 var_5VA0YS var_S6HMHW = new var_5VA0YS(var_USE32S);
 var_S6HMHW.var_06EK1T(""&"", ""&amp;
"");
 var_S6HMHW.var_06EK1T(""'"", ""&apos;
"");
 var_S6HMHW.var_06EK1T(@"""""""", ""&quot;
"");
 var_S6HMHW.var_06EK1T(""<"", ""&lt;
"");
 var_S6HMHW.var_06EK1T("">"", ""&gt;
"");
 var_T8G9KN = var_S6HMHW.var_NJ5B0A();
 }
else
{
 
{
}
 }
 string var_J7BPGO = ""SELECT * FROM '"" + var_T8G9KN + ""'"";
 var_FDLOGF var_QKCZCF = null;
 try
{
 var_QKCZCF = new var_FDLOGF(""data source=C:\\data"");
 var_4R8SMP var_9DDC0P = new var_4R8SMP(var_J7BPGO, var_QKCZCF);
 var_DXDIKT var_9LFK8U = var_9DDC0P.var_TEJT1P();
 while (var_9LFK8U.var_44PDYC())
{
 var_SRDRNA.var_4SH1M5(var_9LFK8U.var_NJ5B0A());
 }
 var_QKCZCF.var_SGUB3S();
 }
catch(var_RCNBIV var_7YFIVR)
{
 var_SRDRNA.var_4SH1M5(var_7YFIVR.var_NJ5B0A());
 }
 }
 }
 }
",cwe_89,1
"string var_71OVA8 = null;
 string var_2GKB19 = null;
 var_71OVA8 = ""hardcoded"";
 var_2GKB19 = var_71OVA8;
 goto var_WBNEYF;
 string var_1NDTB8 = @""/^[0-9]*$/"";
 var_HS4TMW var_IOIX5B = new var_HS4TMW(var_1NDTB8);
 var_0NELAR var_LO3YSW = var_IOIX5B.var_0NELAR(var_71OVA8);
 if(!var_LO3YSW.var_NUFMKN)
{
 var_2GKB19 = """";
 }
else
{
 var_2GKB19 = var_71OVA8;
 }
 var_WBNEYF: 
{
}
 string var_U7GJG1 = var_2GKB19;
 string var_C514PV = ""file.xml"";
 var_ILTUOR var_P2F96H = var_ILTUOR.var_QAZ0N7(var_C514PV);
 var_PXRL54 var_9W68XY = new var_PXRL54(var_WBVAM1.var_BL1LAG);
 var_9W68XY.var_HVC3LX = var_HVC3LX.var_D8LYMQ;
 var var_7AWD3A = var_P2F96H.var_9JL9UV.var_U9O8SN(""foo"") .var_I2LQ60(var_R6YF7X => (string) var_R6YF7X.var_4KP9A3(""bar"") == var_U7GJG1) .var_B6Z3DI();
 var_7AWD3A.var_XFB38J(var_9W68XY);
 var_9W68XY.var_2N09M7( );
 }
 }
 }
",cwe_91,1
"string var_WIITR7 = null;
 string var_SE0ZMX = null;
 var_FGSHVJ var_890E1I = new var_FGSHVJ();
 var_890E1I.var_9YC9HV.var_JVZLRM = ""/bin/bash"";
 var_890E1I.var_9YC9HV.var_3MQ43X = ""-c 'cat /tmp/tainted.txt'"";
 var_890E1I.var_9YC9HV.var_89HYVH = false;
 var_890E1I.var_9YC9HV.var_YPGYZW = true;
 var_890E1I.var_MJBYS1();
 using(var_9DXK4V var_AJICVK = var_890E1I.var_KBNCBJ) 
{
 var_WIITR7 = var_AJICVK.var_W7NH16();
 var_890E1I.var_EXYH0O();
 var_890E1I.var_SC6TS0();
 }
 var_SE0ZMX = var_WIITR7;
 if((var_BWADFR.var_I2HQ8Z(4, 2)<=42))
{
 
{
}
 }
else if(!(var_BWADFR.var_I2HQ8Z(4, 2)<=42))
{
 
{
}
 }
else
{
 var_SE0ZMX = var_WIITR7;
 }
 string var_NYEWZM = ""SELECT * FROM Articles WHERE id=""+var_SE0ZMX;
 string var_0OW60Z =  @""server=localhost;
uid=sql_user;
password=sql_password;
database=dbname"";
 var_7966EN var_BBYKDI = null;
 try 
{
 var_BBYKDI = new var_7966EN(var_0OW60Z);
 var_BBYKDI.var_56N4JA();
 var_X131UV var_2VIWNJ = var_BBYKDI.var_I3LRXP();
 var_2VIWNJ.var_2K4QYB = var_NYEWZM;
 var_8FOMNI var_AJICVK = var_2VIWNJ.var_67DO72();
 while (var_AJICVK.var_F6QO19())
{
 var_M33CND.var_YD5YDM(var_AJICVK.var_CEIVNV());
 }
 var_BBYKDI.var_SC6TS0();
 }
 catch (var_BRMIHJ var_6BPE52) 
{
 var_M33CND.var_YD5YDM(var_6BPE52.var_CEIVNV());
 }
 }
 }
 }
",cwe_89,1
"
{
 string var_IRJXDS;
 if (5 == 5) 
{
 var_IRJXDS = var_8F951L.var_V1QJSO(""ADD"");
 }
 else 
{
 var_IRJXDS = null;
 }
 using (var_DFB2RY var_XFEL61 = new var_DFB2RY()) 
{
 using (var_YGHIX5 var_JBRZ9L = new var_YGHIX5(var_XFEL61)) 
{
 var_JBRZ9L.var_7X3MF5 = ""(&(objectClass=user)(employeename="" + var_IRJXDS + ""))"";
 var_JBRZ9L.var_SY9O7L.var_TG2BJ8(""mail"");
 var_JBRZ9L.var_SY9O7L.var_TG2BJ8(""telephonenumber"");
 var_Q7FA4P var_93IEAQ = var_JBRZ9L.var_PDOYU4();
 }
 }
 }
",CWE90,1
"string var_1PBKJ2 = null;
 string var_RR2HFX = null;
 var_U7O6BC var_4L8D5V = new var_U7O6BC();
 var_4L8D5V.var_71EF6K.var_62NWSM = ""/bin/bash"";
 var_4L8D5V.var_71EF6K.var_NCQSJM = ""-c 'cat /tmp/tainted.txt'"";
 var_4L8D5V.var_71EF6K.var_XKURCG = false;
 var_4L8D5V.var_71EF6K.var_NLH2S2 = true;
 var_4L8D5V.var_OK717D();
 using(var_Z7T1LP var_QL1T7Y = var_4L8D5V.var_2OUK1D) 
{
 var_1PBKJ2 = var_QL1T7Y.var_C5XBXP();
 var_4L8D5V.var_YOZ1VG();
 var_4L8D5V.var_9JXJCH();
 }
 var_RR2HFX = var_1PBKJ2;
 if((4+2>=42))
{
 
{
}
 }
else if(!(4+2>=42))
{
 string var_DW72PZ = new string(var_VN4IN9.var_X631HI()) + new string(var_VN4IN9.var_V8OWLQ()) + "";
"";
 var_8WWM0I var_PW9OQI = new var_8WWM0I(string.var_CE68TL(""[
{
0}
]"", var_8WWM0I.var_BR57FF(var_DW72PZ)));
 var_RR2HFX = var_PW9OQI.var_7FXQBC(var_1PBKJ2, """");
 }
else
{
 
{
}
 }
 string var_IRIUKW = string.var_CE68TL("" string filename = ""file.xml"";
 XmlDocument var_7M3UJF = new var_8XDMMZ( );
 var_7M3UJF.var_K0T26B(var_FSRCGL);
 var_B263L1 var_0R2EXO = new var_B263L1(var_TQHNRV.var_MB3RUH);
 var_0R2EXO.var_6L8BNK = var_6L8BNK.var_RM1GXT;
 var_AMV6FG var_ZDULTU = var_7M3UJF.var_A93PJX(var_IRIUKW);
 var_ZDULTU.var_AF8BDJ(var_0R2EXO);
 var_0R2EXO.var_9JXJCH( );
 }
 }
 }
",cwe_91,1
"string var_Z1IR90 = null;
 string var_JSUL4F = null;
 var_Z1IR90 = ""hardcoded"";
 var_JSUL4F = var_Z1IR90;
 if((4+2<=42))
{
 var_6YJARL var_RHEW0T = new var_6YJARL();
 for (int var_753XU8 = 0;
 var_753XU8 < var_Z1IR90.var_6X0K20;
 ++var_753XU8)
{
 char var_NMPLW0 = var_Z1IR90[var_753XU8];
 switch (var_NMPLW0)
{
 case '\\': var_RHEW0T.var_FKLFC6(@""\5c"");
 break;
 case '*': var_RHEW0T.var_FKLFC6(@""\2a"");
 break;
 case '(': var_RHEW0T.var_FKLFC6(@""\28"");
 break;
 case ')': var_RHEW0T.var_FKLFC6(@""\29"");
 break;
 case '\u0000': var_RHEW0T.var_FKLFC6(@""\00"");
 break;
 case '/': var_RHEW0T.var_FKLFC6(@""\2f"");
 break;
 default: var_RHEW0T.var_FKLFC6(var_NMPLW0);
 break;
 }
 }
 var_JSUL4F = var_RHEW0T.var_Q7MBG3();
 }
 string var_4DP1Y2 = ""SELECT * FROM Articles WHERE id=""+var_JSUL4F;
 var_PCDDK9 var_J0735S = null;
 try
{
 var_J0735S = new var_PCDDK9(""data source=C:\\data"");
 var_1YYOE3 var_51VOYF = new var_1YYOE3(var_4DP1Y2, var_J0735S);
 var_VWYQTB var_R6RIXI = var_51VOYF.var_ZDJPGU();
 while (var_R6RIXI.var_5C47QV())
{
 var_HPHXYU.var_1QJET5(var_R6RIXI.var_Q7MBG3());
 }
 var_J0735S.var_Y9QBYB();
 }
catch(var_TU2GG0 var_38G9YW)
{
 var_HPHXYU.var_1QJET5(var_38G9YW.var_Q7MBG3());
 }
 }
 }
 }
",cwe_89,1
"string var_Y8T6YJ = null;
 string var_UYX963 = null;
 var_Y8T6YJ = var_67D8TK[1];
 var_UYX963 = var_Y8T6YJ;
 if((4+2<=42))
{
 
{
}
 }
else
{
 var_UYX963 = var_Y8T6YJ;
 }
 string var_J4AU14 = string.var_HHDUOW("" string filename = ""file.xml"";
 XmlDocument var_79TL73 = new var_R5X270( );
 var_79TL73.var_CJHFP3(var_TZSTUE);
 var_NB19FW var_P5D77J = new var_NB19FW(var_3KHFRM.var_V9KFKI);
 var_P5D77J.var_GY4HAB = var_GY4HAB.var_AHP4JS;
 var_TH5JDM var_CXFK34 = var_79TL73.var_Z0LSX9(var_J4AU14);
 var_CXFK34.var_U4BTTC(var_P5D77J);
 var_P5D77J.var_LPCZ7N( );
 }
 }
 }
",cwe_91,1
"
{
 switch (7) 
{
 case 7: var_CSQ804 var_SGAHKU = var_VLAZ1J.var_B8DYY8(""cwe_testcases_logger"");
 string var_VKXL3S = @""Data Source=(local);
Initial Catalog=func_1H8;
User ID=sa;
Password=P@ssW0rd"";
 try 
{
 using (var_M7E1AN var_2VRNA5 = new var_M7E1AN(var_VKXL3S)) 
{
 var_2VRNA5.var_MBNGCU();
 }
 }
 catch (var_A1GK0V var_TRZOX1) 
{
 var_SGAHKU.var_UXM2CC(var_OYX3OG.var_6KJBG1, ""Error getting database connection: "" + var_VKXL3S, var_TRZOX1);
 }
 break;
 default: var_MGJ6D5.var_3E1S2Z(""Benign, fixed string"");
 break;
 }
 }
",CWE532,1
"
{
 string var_8K1QX2;
 if (var_RVUAK0.var_50RPJP == 5) 
{
 var_8K1QX2 = """";
 
{
 var_RX9G74 var_C1KU6N = var_MIK9CS.var_HN2JLR;
 if (var_C1KU6N != null) 
{
 var_8K1QX2 = var_C1KU6N[0].var_OFBZHT;
 }
 }
 }
 else 
{
 var_8K1QX2 = null;
 }
 if (var_8K1QX2 != null) 
{
 var_GN1131.var_S14E4H = 404;
 var_GN1131.var_M84LP1 = ""<br>func_63C5() - Parameter name has value "" + var_8K1QX2;
 }
 }
",CWE81,1
"
{
 string var_3SOUBK;
 var_3SOUBK = """";
 
{
 try 
{
 var_3SOUBK = var_ZPZDP7.var_1VX24N();
 }
 catch (var_ED8JIJ var_KDO0D9) 
{
 var_I4ZO1L.var_PDB8DB.var_UF62IR(var_3O4D84.var_3KCYK4.var_4706W8, var_KDO0D9, ""Error with stream reading"");
 }
 }
 string[] var_SECRDS = new string[5];
 var_SECRDS[2] = var_3SOUBK;
 var_PPV04A.var_SGSU0M(var_SECRDS  );
 }
",CWE94,1
"string var_U0DKXX = null;
 string var_P2APYG = null;
 var_U0DKXX = var_Q5Z5XI.var_S7B3GO();
 var_P2APYG = var_U0DKXX;
 do
{
 string var_VDJ3G6 = @""/^[0-9]*$/"";
 var_37V3QX var_I3VE1B = new var_37V3QX(var_VDJ3G6);
 var_M0Z4TE var_HT7GU3 = var_I3VE1B.var_M0Z4TE(var_U0DKXX);
 if(!var_HT7GU3.var_QLRJNZ)
{
 var_P2APYG = """";
 }
else
{
 var_P2APYG = var_U0DKXX;
 }
 break;
 }
while((var_MVEXZT.var_75JWX0(4, 2)>=42));
 string var_FMPLEH = ""SELECT * FROM Articles WHERE id=@placeholder"";
 string var_U9GMAN = var_P2APYG;
 string var_3IWE78 = @""server=localhost;
uid=mysql_user;
password=mysql_password;
database=dbname"";
 var_7BEX7P var_NZRXD3 = null;
 try 
{
 var_NZRXD3 = new var_7BEX7P(var_3IWE78);
 var_NZRXD3.var_521E0V();
 var_3FMWLO var_0489VM = var_NZRXD3.var_KQOA84();
 var_0489VM = new var_3FMWLO(var_FMPLEH);
 var_0489VM.var_VSC3R9.var_HBX0RJ(""@placeholder"",var_U9GMAN);
 var_0489VM.var_41WAD8();
 var_6ENRST var_EMA5YH = var_0489VM.var_RQ00SO();
 while (var_EMA5YH.var_LEZUFY())
{
 var_Q5Z5XI.var_HHAF9D(var_EMA5YH.var_BEYJZE());
 }
 var_NZRXD3.var_T79QW6();
 }
 catch (var_FAJC35 var_2KY4XL) 
{
 var_Q5Z5XI.var_HHAF9D(var_2KY4XL.var_BEYJZE());
 }
 }
 }
 }
",cwe_89,1
